,cleaned_text,label,label_id
51,شماره ۸ دست نیافتنی می‌شود ____________ به گزارش برنا؛ احمد نورالهی در حالی گزینه اصلی یحیی در خط میانی پرسپولیس در لیگ قهرمانان محسوب می‌شود که این شانس را دارد که رکورد بازی‌های آسیایی خود را با پیراهن قرمز به عدد ۴۵ برساند. شماره ۸ پرسپولیس در سال‌های اخیر حضور موثری را برای سرخ‌ها در آسیا داشته و در حال جاضر در سن ۲۸ سالگی، این شانس را دارد با حضور در ۶ بازی پرسپولیس در مرحله گروهی رکورد حضور خود در بازی‌های لیگ قهرمانان آسیا را با پرسپولیس به عدد ۴۵ برساند,negative,0
52,حمله پهپادی ناشناس به «البوکمال» در مرزهای مشترک سوریه و عراق ____________ به گزارش خبرگزاری مهر به نقل از الجزیره، یک پهپاد ناشناس شهر «البوکمال» واقع در مرزهای مشترک سوریه و عراق را هدف قرار داده است. خبر حمله پهپاد ناشناس به مواضع گروه‌های مقاومت عراق در شهر البوکمال در مرزهای مشترک این کشور با سوریه درحالی منتشر شده است که آمریکایی‌ها پیشتر بارها مواضع حشد شعبی در شهر مذکور را هدف قرار داده‌اند,negative,0
53,آخرین چیزی که می‌خواهیم جنگ میان ناتو و روسیه است ____________ رئیس ستاد دفاعی بریتانیا با انتقاد از اظهارات وزیر خارجه کشورش تاکید کرد که جنگ ناتو و روسیه آخرین حلقه از زنجیره مورد نظر این کشور است. به گزارش ایلنا به نقل از بی بی سی، دریادار «سر تونی راداکین»، رئیس ستاد امور دفاعی بریتانیا تاکید کرد که آخرین چیزی که کشورش می‌خواهد، جنگ بین ناتو و روسیه است,positive,1
54,مشوق‌های مجلس برای جایگزینی پساب فاضلاب‌ها به جای آب‌های شرب و خام در واحدهای صنعتی ____________ بند الحاقی ۱۰- به منظور جایگزینی پساب فاضلاب‌ها به جای آب‌های شرب و خام در واحدهای صنعتی، خدماتی و فضای سبز و جذب سرمایه گذار جهت اجرای طرح‌های فاضلاب شهری، شرکت‌های آب و فاضلاب استانی مکلفند از طریق مذاکره و تشویق مصرف کنندگان عمده آب‌های شرب و خام در بخش‌های صنعتی، خدماتی و فضای سبز که امکان استفاده از پساب را دارند، شرایطی را فراهم کنند که این مصرف کنندگان نسبت به خرید تضمینی پساب اقدام بخشی از هزینه سرمایه گذاری را در قالب قرارداد پیش خرید به سرمایه گذار تصفیه پساب پرداخت و آب مورد نیاز خود را از سرمایه گذار تحویل بگیرند. به گزارش ایسنا، در جلسه علنی نوبت سوم امروز یکشنبه مجلس بندهای الحاقی ۸ و ۱۰ تبصره ۸ در بخش هزینه‌ای بودجه ۱۴۰۱ تصویب شد,positive,1
55,دستگیری شماری از نیروهای «پ ک ک» از سوی ترکیه در مرز با سوریه ____________ به گزارش گروه بین الملل خبرگزاری فارس، وزارت دفاع ترکیه روز دوشنبه اعلام کرد که نیروهای امنیتی ترکیه ۹ نفر از جمله پنج تروریست وابسته به گروه‌های «پ ک ک» حزب کارگران کردستان ترکیه و «وای پی جی» وابسته به این گروه را نزدیک مرز سوریه دستگیر کردند. ترکیه از چندی قبل دو عملیات گسترده برون مرزی با نام «پنجه عقاب» و «پنجه ببر» را در شمال عراق، با هدف نابودی نیروهای پ ک ک آغاز کرد که با اعتراض شدید دولت بغداد و مقامات مسئول عراقی مواجه شد، اما آنکارا بی توجه به این اعتراض‌ها به نقض حاکمیت عراق، تاکید دارد که به عملیات خود ادامه دهد,negative,0
56,اندازه گیری قند خون با استفاده از نوار قلب ____________ اما در آینده، هیچ یک از این روش‌ها ممکن است ضروری نباشد چرا که شرکت کانادایی scanbo اخیرا از دستگاهی رونمایی کرده است که می‌تواند سطح گلوکز خون را با کمک الکتروکاردیوگرام و هوش مصنوعی اندازه گیری کند. سپس به مدت ۶۰ ثانیه آن را اندازه گیری می‌کنیم و در گام بعد داده‌های خام را می‌گیریم و با استفاده از شبکه عصبی پیچشی یادگیری ماشین و شبکه عصبی عمیق آن را تجزیه و تحلیل می‌کنیم,positive,1
57,سقوط یک پله‌ای ایران در رده بندی باشگاهی قاره آسیا/ احتمال تغییر سهمیه به ۲+۲ ____________ به گزارش خبرگزاری تسنیم، سایت «فوتی رنکینگز» رده بندی مسابقات باشگاهی کشورهای قاره آسیا را منتشر کرد که به این ترتیب، ایران با ۵۴٫۰۴۴ امتیاز در جایگاه پنجم قرار دارد. در صورتی که این رده بندی کشورهای آسیایی تا پایان سال ۲۰۲۲ میلادی پابرجا بماند، تعداد سهمیه‌های ایران در لیگ قهرمانان آسیا ۲۰۲۴ به ۲+۲ سهمیه دو سهمیه در دور گروهی و دو سهمیه در مرحله پلی آف لیگ قهرمانان آسیا تغییر می‌کند,negative,0
58,خشم و خوشحالی انسان برای رضایت خدا باشد ____________ به گزارش خبرنگار خبرگزاری رسا درکاشان، آیت الله عباسعلی سلیمانی پیش از ظهر امروز در مدرسه علمیه امام خمینی ره کاشان گفت: مدرسه علمیه امام خمینی کاشان در بین مدارس علمیه منطقه کاشان مدرسه نمونه‌ای است که تک تک آجر‌های این مدرسه سرشار از معنویت و روحانیت است. لازم به ذکر است، یکی از آثار و ابنیه دارالمومنین کاشان که علاوه بر بعد تاریخی و قدمت جنبه فرهنگی و علمی نیز دارد مدرسه علمیه امام خمینی ره کاشان است که پیش از این به دلیل ساخت آن توسط یکی از شاهان قاجار به نام مدرسه ‹‹سلطانی›› مشهور بوده است که حضور ملا احمد نراقی در بدو تاسیس این مدرسه در مقام تولیت، به این مکان تاریخی فرهنگی ارزشی مضاعف بخشید و توانست این مدرسه را به مرکزی مهم در پرورش طلاب و علمای مکتب آل الله مبدل سازد,negative,0
59,وزیر بهداشت آلمان: کرونا به سادگی تسلیم نمی‌شود/ هشدار درباره جهش‌های ویروس ____________ به گزارش گروه بین الملل خبرگزاری تسنیم به نقل از روزنامه «زوددویچه سایتونگ»، «ینز اشپاهن»، وزیر بهداشت آلمان در سخنانی در پارلمان این کشور درباره جهش‌های ویروس کرونا هشدار داده و گفت: این ویروس خسته نمی‌شود، بلکه در حال تغییر و مسری‌تر شده است. صدر اعظم آلمان در بخش دیگری از سخنانش واکسیناسیون خود خارج از نوبت اولویت بندی انجام شده از طرف کمیسیون دائمی واکسیناسیون را رد کرده و گفت: من فکر می‌کنم درست این است که در کنار افراد مسن و آسیب پذیر ابتدا از گروه‌های جمعیتی که نمی‌توانند در شغل خود فاصله مجاز را رعایت کنند دعوت به واکسیناسیون شوند,positive,1
60,حاشیه بازی پرسپولیس و ذوب آهن| عکس یادگاری گل محمدی و رضایی و رکورددار شدن حسینی/گرامیداشت سردار سلیمانی ____________ به گزارش خبرنگار ورزشی خبرگزاری فارس، دیدار تیم‌های پرسپولیس و ذوب آهن از ساعت ۱۵ در ورزشگاه آزادی آغاز شد. * سید جلال حسینی با حضور در مسابقه امروز رکورد حضور در ترکیب پرسپولیس پانصدمین بازی خود در لیگ برتر ایران را انجام داد تا به نوعی رکورد دار شود,negative,0
61,ظرفیت سنجی و استاندارهای علمی لازمه توسعه سرانه آموزشی است ____________ به گزارش ایرنا مرتضی فرخی روز جمعه در نشست با مسئولان دانشگاه‌های آزاد و پیام نور مسجد سلیمان، هفتکل، لالی و اندیکا در دانشگاه آزاد اسلامی شهرستان مسجدسلیمان اظهار داشت: وزارت علوم در دولت جدید نگاه متفاوتی نسبت به دوره‌های قبل دارد؛ در رویکرد جدید دولت انقلابی، دغدغه اصلی رفع مسایل و مشکلات دانشگاه و جامعه است. معاون حقوقی و امور مجلس وزارت علوم، تحقیقات و فناوری گفت: مشکلات دانشگاه‌های پیام نور اندیکا و لالی باید مورد بررسی قرار گیرند و اگر درمواردی ضرورت تجمیع بود، نیاز است که از ابزارهای تشویقی برای جابجایی اعضای هیات علمی و کارمندان استفاده شود,negative,0
62,جزئیات زلزله ۶ ریشتری استان هرمزگان ____________ مهدی دوستی با اشاره به خسارت زلزله بیان کرد: در ۱۱روستا قطعی برق داشتیم، که درحال حاضر فقط ۱ روستا برق ندارد. آماده باش در هرمزگان بعد از وقوع زلزله ۶ ریشتری,positive,1
63,تداوم شیرینی شب یلدا با پرهیز از دورهمی‌های کرونایی ____________ شب یلدا شب زندگی، شادابی و مهرورزی و نیز شب انس و الفت است، این شب یکی از کهن‌ترین آیین به یادگار مانده از نیاکان ایرانیان است که از گذشته‌های دور به نحو دلپذیری پایان طولانی‌ترین شب سال را جشن می‌گرفتند، اما در سالهای اخیر به ویژه امسال به دلیل شیوع سویه جدید ویروس کرونا شرایط دیگری را بر این رسم دیرینه حاکم کرده است. مدیرکل دفتر مدیریت بحران استانداری سیستان و بلوچستان نیز گفت: با توجه به نزدیک شدن به شب یلدا به مردم عزیز توصیه می‌شود تا حد امکان از رفت و آمدها و دورهمی‌های خانوادگی و فامیلی خودداری و پروتکل‌های بهداشتی را رعایت کنند تا سویه امیکرون را به راحتی در سطح استان مدیریت کنیم,negative,0
64,بانکی پور فرد: ایران در چند قدمی سیاه چاله پیری جمعیت است ____________ به گزارش خبرنگار ایمنا، امیرحسین بانکی پور فرد صبح امروز -پنجشنبه ۲۸ اسفند- در نشست مطبوعاتی خود با موضوع «مراحل تصویب طرح جمعیت و خانواده و چالش‌های پیش روی اجرای آن» اظهار کرد: یکی از اصلی‌ترین مشکلات کشور این است که روش حل مسئله وجود نداد و نمایندگان مجلس شورای اسلامی با هر تعداد مشاور متخصصی که داشته باشند نمی‌توانند در تمامی مسائل کشور تاثیر گذار باشد، بلکه تنها می‌توانند در موضوعات اعلام موجودیت کنند؛ بنابراین لازم است هرکدام از نمایندگان به یک موضوع اساسی خاص بپردازند. بانکی پور فرد خاطرنشان کرد: تاکید ما برای ۷ ساله بودن این قانون به این دلیل است که جمعیت دهه ۷۰ کشور نصف جمعیت دهه ۶۰ است و امروز، ۷ سال تا پایان مدت زاد و ولد این دهه وجود دارد و بعد از این ۷ سال، به دلیل اینکه جمعیت زاد و ولد کشور نصف می‌شود، شرایط برای رشد جمعیت سخت خواهد شد,positive,1
65,نماینده ولی فقیه در سپاه: رژیم صهیونیستی دیگر توان حمله ندارد ____________ به گزارش ایرنا؛ حجت الاسلام والسلمین عبدالله حاجی صادقی روز پنجشنه در جمع دانشجویان، فرماندهان و کارکنان دانشگاه حضرت امیرالمومنین ع در اصفهان افزود: امروز رژیم صهیونیستی دیگر شعار نیل تا فرات را سر نمی‌دهد، گنبد پوشالی آنها فرو ریخته است و کشتی‌های بی نام و نشان آنها در دریا به تیر غیب گرفتار می‌شود. نماینده ولی فقیه در سپاه خاطرنشان کرد: مومن واقعی کسی است که تا پایان در سنگر انقلاب باقی بماند زیرا تاریخ نشان داده است که ۱۸ هزار نفر با نماینده امام حسین ع بیعت کردند اما تنها ۷۲ نفرشان تا پایان جان پای در کنار حضرت ماندند,negative,0
66,آیا اهداء خون سبب کاهش عملکرد ورزشی زنان می‌شود؟ ____________ این پژوهش توسط محمد اسماعیل افضل پور دانشیار دانشکده تربیت بدنی دانشگاه بیرجند، محبوبه افضل پور کارشناس ارشد تربیت بدنی آموزش و پرورش و اصغر زربان دانشیار گروه بیوشیمی دانشگاه علوم پزشکی بیرجند انجام شده که نشان می‌دهد، بین کاهش وضعیت آهن و فراوانی اهداء خون در سال رابطه مشاهده شده؛ به طوری که یک بار اهداء خون در سال، سطوح فریتین سرم را ۴۴ درصد کاهش داده است. پژوهشگران می‌گویند، دیگر آنکه به طور دقیق مشخص نیست داشتن فعالیت بدنی منظم و به عبارتی، برخورداری از سطح آمادگی بدنی مطلوب، تا چه حد می‌تواند با علائم و عوارض فیزیولوژی ناشی از اهداء خون تعامل داشته باشد؟ در نهایت اینکه هر چند می‌دانیم اهداء خون پیامدهای مطلوبی در بردارد، اما به نظر می‌رسد درجه و مقدار این مفید بودن، بر حسب عواملی از قبیل زمان، دفعات یا فاصله زمانی بین آن، ویژگی‌های فردی اهدا کننده و موارد دیگر متفاوت خواهد بود,negative,0
67,مواجهه سازندگان «منصور» با شاهدان عینی جنگ شجاعت می‌خواست/ حقایق زندگی شهدا خط قرمز ندارد ____________ به گزارش خبرنگار فرهنگی خبرگزاری تسنیم، صحبت درباره فیلم‌های سینمایی در حال اکران از نظرگاه تخصصی و حرفه‌ای، گفت وگو با اهلش را می‌طلبد. بله و البته این نکته را باید گفت و رعایت انصاف کرد که عموما فیلم‌های دفاع مقدس و ملی توسط مدیران و مسئولین مورد تقاضا قرار می‌گیرد که موضوعات و ایده‌های گوناگونی که در نظر دارند را در فیلم وارد کنند,negative,0
68,فراخوان درخواست همکاری با نشریه دانشجویی «رساله عدلیه» ____________ به گزارش باشگاه دانشجویان ایسنا، دانشجویان علاقه مند می‌توانند مطالب خود را در قالب‌های گوناگونی همچون مقاله، یادداشت، تحلیل رای، نقد حقوقی فیلم یا کتاب و. علاقه مندان به همکاری تا ۲۴ مهرماه فرصت دارند تا با شناسه @anjoman_hoghogh_arak پیام دهند,negative,0
69,برگزاری کارگاه فرزند آوری و رشد جمعیت ____________ حجت الاسلام «ولی الله روان» در گفتگو با خبرنگار خبرگزاری شبستان اصفهان از برگزاری کارگاه فرزند آوری و رشد جمعیت با حضور ۸۰ مبلغ بومی در اصفهان خبر داد. وی با بیان اینکه این کارگاه دو روزه با موضوع فرزند آوری و رشد جمعیت برگزار می‌شود، ادامه داد: در این دوره آموزشی موضوعاتی همچون تاریخچه و جریان شناسی تحولات جمعیتی در جهان و ایران و تدابیر طبی فرزندآوری و تبیین موضوع سقط جنین بررسی خواهد شد,negative,0
70,اعلام زمان دقیق مرگ حیات روی کره زمین توسط دانشمندان! ____________ نتایج این تحقیقات و شبیه سازی‌ها نشان داد که جو اکسیژنه زمین به احتمال زیاد فقط یک میلیارد سال دیگر دوام خواهد داشت، این تیم تحقیقاتی معتقد است که در حدود ۱٫۱ میلیارد سال دیگر، سطح اکسیژن زمین احتمالا فقط به یک درصد از سطح جو موجود کاهش خواهد یافت؛ دانشمندان علت اصلی کاهش اکسیژن کره زمین به مرور زمان را «خورشید» می‌دانند چراکه با پیر شدن انتظار می‌رود که ستاره اصلی ما روشن‌تر و گرم‌تر شود و این امر باعث افزایش دمای سطح زمین و تجزیه دی اکسید کربن در جو می‌شود و این دو عامل باعث از بین رفتن گیاه‌ها و حیات می‌شوند و این سیاره را از منبع اصلی اکسیژن محروم می‌کنند. حیات در زمین در حدود ۲٫۴ میلیارد سال پیش، زمانی که میکروب‌های فتوسنتزکننده و گیاهان شروع به گرفتن اکسیژن با مقادیر زیاد کردند شروع شده است و این زمینه را برای ظهور زندگی چند سلولی هموار کرد؛ طبق این تحقیقات می‌توان نتیجه گرفت که زندگی انسان‌ها در جهان طی یک میلیارد سال آینده از بین خواهد رفت و به همین دلیل است که امروز جستجو برای یافتن نشانه‌های از زندگی در سیارات دیگر توسط دانشمندان دنبال می‌شود و حتی این پیش بینی نیز دور از دسترس نیست که جو زمین بعد از ۱ میلیارد سال دیگر به متان تبدیل شود!,negative,0
71,می‌دانید خروجی مالیات هنرمندان چقدر است؟! ____________ محمدی در پایان درباره تصویری که از وضعیت سال آینده دارد، نیز گفت: دعا می‌کنم اتفاق بدی نیفتد ولی مطمئنا حوزه‌ی فرهنگ و هنر روزهای خوشی را در پیش نخواهد داشت، چون بجز حذف معافیت مالیاتی، ۹ درصد مالیات بر ارزش افزوده هم اخذ می‌شود و حداقل تقاضای عاجزانه‌ی من این است که در ضرایب مالیاتی فرهنگ و هنر یک بازنگری صورت گیرد. به گزارش ایسنا، چند روزی است که بحث مالیات هنرمندان و اعتراض به حذف معافیت مالیاتی آن‌ها داغ شده و حتی کارزاری با حدود ۱۰ هزار امضا به راه افتاده و از رییس مجلس خواسته شده تا مصوبه‌ی حذف معافیت مالیاتی هنرمندان را از مشاغل مختلف حوزه‌های فیلم، تئاتر، موسیقی و هنرهای تجسمی و سنتی، بویژه در شرایط سخت ناشی از کرونا با حساسیتی بیشتر بررسی کنند تا بار اضافه‌ای در این اوضاع اقتصادی با کمبود حمایت‌های دولتی، تحمیل نشود,positive,1
72,عمر ناوگان حمل ونقل عمومی قم به زیر دو سال رسید ____________ مرتضی حسام نژاد روز سه شنبه در گفت وگو با خبرنگار ایرنا، افزود: طی ماه‌های اخیر در مجموع ۱۷۰ دستگاه اتوبوس جدید خریداری و حجم بالایی از این خودروها نیز در حال نوسازی است مشکل فرسودگی ناوگان حمل و نقل عمومی قم برطرف شده است. معاون اقتصادی و مالی شهردار قم ابراز داشت: از آنجایی که پول خرید این ۵۲ دستگاه اتوبوس بصورت نقدی پرداخت شد در خرید هر دستگاه حدود یک میلیارد و ۲۰۰ میلیون تومان به نفع شهرداری قم شد در حالی که در شرایط دیگر حداقل باید شهرداری یک میلیارد تومان وجه بیشتری برای هر دستگاه اتوبوس پرداخت می‌کرد,negative,0
73,سفیر سابق کابل در مسکو: طالبان در آینده نزدیک در جهان رسمیت نمی‌یابد ____________ به گزارش ایرنا، سفیر دولت سابق افغانستان در روسیه روز پنجشنبه در گفت و گو با تاس گفت: گروه طالبان نتوانست نظر هیچ کشوری را برای به رسمیت شناخته شدن، جلب کند، به وعده هایی که به دوستان خود، جامعه جهانی و مردم افغانستان داده بود، نتوانست عمل کند. پس از تصرف افغانستان توسط طالبان، خروج گسترده پناهندگان و تخلیه نمایندگی‌های دیپلماتیک غربی و کارکنان شرکت‌ها از این کشور آغاز شد,negative,0
74,لیگ برتر هندبال | رویارویی نماینده خراسان جنوبی با ذوب آهن اصفهان ____________ «مهدی ابوترابی» سرپرست تیم هندبال زغال سنگ طبس امروز در گفت وگو با خبرنگار فارس در بیرجند، اظهار داشت: هفته سوم دور برگشت سی وچهارمین دوره لیگ برتر هندبال مردان باشگاه‌های کشور از ۲۰ فروردین ماه ۱۴۰۱ آغاز می‌شود. سرپرست تیم هندبال زغال سنگ طبس تصریح کرد: در دور سوم برگشت سی و چهارمین دوره رقابت‌های لیگ برتر هندبال باشگاه‌های کشور نماینده خراسان جنوبی در ۴ بازی باقی مانده خود تمام توان خود را معطوف به پیروزی در مقابل حریفان می‌کند,negative,0
75,کمبود نیرو و اعتبارات؛ چالش‌های مهم اداره کل استاندارد استان اصفهان ____________ مدیرکل استاندارد استان اصفهان گفت: در شش ماهه نخست امسال ۶۳ مورد شکایت از سوی مردم و مصرف کنندگان به اداره کل استاندارد استان اصفهان واصل شد که ۲۰ مورد با پیگیری واحد حقوقی و جلب رضایت شاکیان مختومه و ۱۰ مورد از شکایت‌ها با بررسی کمیته فنی مورد قبول واقع نشد، بدان معنا که واحدهای صنعتی مقصر نبودند، ۴ مورد شکایت نیز مربوط به سایر دستگاه‌ها بود و ربطی به اداره استاندارد نداشت، همچنین ۱۵ مورد به مراجع قضایی معرفی شدند و پرونده چهار مورد به دلیل نداشتن مستندات لازم مختومه شد و ۱۰ مورد نیز در دست پیگیری است. مدیرکل استاندارد استان اصفهان از برگزاری ۳۰ هزار و ۵۰۰ نفر ساعت آموزش به مدیران کنترل کیفیت، کارشناسان استاندارد و کارکنان این اداره کل در حوزه‌های مختلف خبر داد و تصریح کرد: در شش ماهه نخست امسال از سطح واحدهای تولیدی استان، در مجموع حدود ۴ هزار و ۶۵۰ نمونه برای تطبیق با استانداردهای ملی دریافت و حدود ۴ هزار و ۶۰۰ بازدید فنی به صورت سرزده و بدون هماهنگی از واحدهای تولیدی و مراکز گاز پرکنی، شهربازی‌ها، صنایع انرژی بر، کنترل رتبه‌ها و برچسب‌های انرژی انجام شده است,negative,0
76,حضور نابازیگر به باورپذیری اثر کمک می‌کند ____________ این کارگردان تاکید کرد: در این فیلم یک نکته مد نظر است آن هم اینکه کار خیر را باید خدا ببیند نه بنده خدا، در همین راستا قهرمان فیلم وقتی عمل خیری را در پایان فیلم انجام می‌دهد منتظر فرد مورد نظر نمی‌شود و از خانه او می‌رود. به گزارش خبرنگار ایکنا، در آخرین روز از جشنواره فیلم فجر امروز، ۲۱ بهمن نشست نقد و بررسی فیلم سینمایی «درب» با حضور عوامل در مرکز همایش‌های برج میلاد برگزار شد,negative,0
77,"سیر نوسانی ارزش سهام در بازارهای بورس اروپا ____________ همچنین شاخص «فوتسی ۱۰۰» بورس لندن با ۰٫۱۵ درصد رشد ارزش به ۷,۵۳۴ واحد و شاخص «کک-۴۰» بورس فرانسه نیز با ۰٫۱۰ درصد صعود به ۶,۹۵۷ واحد دست یافتند. شاخص «ایبکس» بورس اسپانیا با ۰٫۲۶ درصد نزول به ۸,۵۶۶ واحد و شاخص «ام آی بی» بورس ایتالیا نیز با ۰٫۵۵ درصد کاهش ارزش به ۲۶,۴۵۵ واحد رسیدند",negative,0
78,تظاهرات اعتراض آمیز مردم انگلیس در محل نشست گروه ۷ ____________ به گزارش خبرگزاری مهر به نقل از خبرگزاری اسپوتنیک، تعداد کثیری از مردم انگلیس امروز جمعه و مقارن با آغاز برگزاری نشست سران کشورهای صنعتی موسوم به گروه ۷ در شهر «کورنوال» این کشور به تظاهرات اعتراض آمیزی پرداختند. گزارش پلیس انگلیس در این باره حاکیست: تظاهرات کنندگان در صددند تا از امروز جمعه تا یکشنبه یعنی در طول برگزاری نشست سران گروه ۷ در شهر «کورنوال» تجمعات خود را ادامه دهند,positive,1
79,سند همکاری ایران و چین گامی بلند برای گشایش روابط با شرق است ____________ به گزارش خبرگزاری فارس از زنجان، علیرضا علی اکبری ظهر امروز در خطبه‌های نماز جمعه ماهنشان، با تبریک جمعه ۱۳ فروردین برابر با نوزدهم شعبان المعظم و روز طبیعت با بیان اینکه طبیعت برای همه مردم است و همگی مسؤول حفاظت از آن هستیم، اظهار کرد: از همه مردم می‌خواهم به طبیعت به چشم یک دوست نگاه کنند که متعلق به همه انسان‌ها است و در حفاظت از آن کوشا باشند. وی در ادامه با اشاره به سند همکاری ۲۵ ساله ایران و چین و جیغ غربزدگان و آمریکا گفت: اولا برقراری ارتباط با چین سیاست نظام اسلامی است و تمام ارکان نظام بر آن اتفاق نظر دارند و دوما سند همکاری ایران و چین یک برنامه سیاسی راهبردی اقتصادی و فرهنگی بوده و گامی بلند برای گشایش روابط با شرق است,positive,1
80,پیشنهاد کاهش سقف مهریه به ۵ سکه ____________ وی با بیان اینکه کارگروهی در معاونت راهبردی تعیین شده که به موضوع زنان و خانواده می‌پردازد، تصریح می‌کند: «این کارگروه در تلاش است که هم در مورد پرونده‌ها و موضوعاتی که مطرح شده است مطالعاتی انجام دهد و هم بخش‌های دیگر را مورد توجه قرار دهد تا به راهکاری دست یابد که در نهایت منجر به کاهش پرونده در قوه قضائیه و کاهش آمار طلاق شود و مشکلات عدم سازش در خانواده را به حداقل برساند. وی با بیان اینکه کارگروهی در معاونت راهبردی تعیین شده که به موضوع زنان و خانواده می‌پردازد، تصریح می‌کند: «این کارگروه در تلاش است که هم در مورد پرونده‌ها و موضوعاتی که مطرح شده است مطالعاتی انجام دهد و هم بخش‌های دیگر را مورد توجه قرار دهد تا به راهکاری دست یابد که در نهایت منجر به کاهش پرونده در قوه قضائیه و کاهش آمار طلاق شود و مشکلات عدم سازش در خانواده را به حداقل برساند,negative,0
81,انتخاب شهردار یزد در نشست علنی شورای شهر به روایت تصویر ____________ به گزارش خبرگزاری تسنیم از یزد، رای گیری اعضای شورای اسلامی شهر یزد برای انتخاب شهردار درحالی برگزار شد که از ۱۱ عضو شورا ۶ نفر به «ابوالقاسم محی الدینی»، ۵ نفر به «محمدجواد ابوالحسینی» رای دادند و هیچ یک از اعضا هم به «جمال بافرانی» رای ندادند. انتهای پیام/۷۸۱/ح,negative,0
82,سطح اجرای طرح جهش تولید در دیمزارهای مراغه ۲ برابر شد ____________ اسماعیل کریمی اصل روز یکشنبه در گفت و گو با خبرنگار ایرنا افزود: از اراضی تخصیص یافته برای اجرای این طرح در سال جاری، ۸۳ درصد آن به کشت گندم دیم با ارقام جدید و اصلاح شده باران، صدرا، هشترود و واران اختصاص یافته است. وی خاطرنشان کرد: افزایش تولید در واحد سطح، افزایش بهره وری در تولید محصولات دیم و توسعه کشت گیاهان جایگزین به ویژه نباتات علوفه‌ای، دانه‌های روغنی و گیاهان دارویی و افزایش تولید محصولات زراعی و افزایش درآمد کشاورزان، مهم‌ترین اهداف اجرای طرح جهش تولید در دیمزارهاست,negative,0
83,سالمندان سرمایه‌های اصلی جامعه هستند/صدا و سیما به اوقات فراغت این قشر توجه داشته باشد/هیجان برای سالمندان خطرناک است/ دعوت آنها به برنامه‌های مخصوص انرژی جوانی شان را بر می‌گرداند! ____________ مجید ابهری جامعه شناس و روانشناس یک آسیب شناسی در این خصوص که رسانه ملی چقدر برای سالمندان مفید است؟ آیا سالمندان فقط باید اخبار ببینند یا اینکه باید شبکه‌ای مختص به آن‌ها با برنامه‌های گوناگون و مسابقات در کنار دیگر شبکه هایی که برای جوانان، کودکان و نونهالان ساخته شده در نظر گرفته شود؟ چرا که اصولا برنامه تخصصی برای این دسته از افراد جامعه ساخته نمی‌شود به خبرنگار سرویس فرهنگ و هنر خبرگزاری برنا گفت: سالمندان به عنوان سرمایه‌های اصلی جامعه هستند این افراد که در گذشته تلاش‌های خود را در خدمت به هموطنان خود کرده‌اند امروز خسته در خانه نشسته‌اند و باید مورد توجه همه اقشار فرهنگی و اجتماعی قرار بگیرند. ابهری ادامه داد: به نظر می‌رسد اگر یک شبکه جداگانه یا یک شبکه به صورت مقطعی و ساعتی در طول روز برنامه هایی ویژه سالمندان چه فیلم، سریال و چه دانستنی‌های علمی، فرهنگی و اجتماعی برای آن‌ها پخش کند بسیار مفیدتر خواهد بود چون این عزیزان اکثر اوقات را در خانه بوده‌اند و هوای آلوده یا هوای سرد و گرم برای آن‌ها خطرناک و غیر قابل جبران است بنابراین به عنوان سرگرمی اصلی و با ابزار موجود و ارزان قیمت صدا و سیما باید با دعوت از روانشناسان و کارشناسان در زمینه‌های گفته شده اقدامات ضروری و سریع را برای سرگرمی سالمندان به اجرا در آورند,negative,0
84,کنگره آمریکا افزایش سقف بدهی‌های دولت فدرال را تصویب کرد ____________ به گزارش گروه بین الملل خبرگزاری تسنیم به نقل از رویترز، کنگره آمریکا با افزایش ۲٫۵ تریلیون دلاری سقف بدهی‌های دولت فدرال موافقت کرده تا محدودیت بدهی‌های دولت به بیش از ۳۱٫۴ تریلیون دلار افزایش یابد. بخشی از افزایش بدهی‌های دولت آمریکا مربوط به دوره دونالد ترامپ است که کاهش مالیات‌ها موجب رشد ۷٫۸۵ تریلیون دلاری بدهی‌های دولت شد,negative,0
85,موسسات رسانه‌ای باید پالایش شود ____________ به گزارش خبرنگار ایمنا، محمدمهدی اسماعیلی عصر امروز _دوشنبه هشتم شهریور ماه_ در حاشیه سفر به اصفهان در جمع خبرنگاران، اظهار کرد: خیلی خوشحالم که در اولین روزهای مسئولیتم به مهد فرهنگ و هنر کشور اصفهان آمدم، اصفهان یکی از شهرهای اصلی در حوزه فرهنگی است که دارای تاریخ بزرگی است و هنرمندان بزرگی دارد. اسماعیلی خاطرنشان کرد: به زودی بسته حمایتی برای اصحاب فرهنگ و هنر به دولت و ستاد ارائه خواهیم کرد، بسته‌های حمایتی تسهیلاتی بلاعوض و با سودهای کم برای اصحاب فرهنگ و هنر است که برای آن عددهای خوبی را پیش بینی کردیم و از طریق صندوق فرهنگ و هنر و شبکه بانکی کشور که توافق شود می‌توانیم فعالیت‌های حمایتی را انجام دهیم، امیدواریم بتوانیم حمایت مؤثری را حتی در حد کم انجام دهیم، چرا که این حوزه نیازمند حمایت است، البته فکر نمی‌کردیم که کرونا تداوم داشته باشد و اغلب در برنامه ریزی‌های عمومی کشور تصور می‌شد که فعالیت‌ها تا اواسط سال ۱۴۰۰ عادی شود، متاسفانه به هر دلیلی این اتفاق رخ نداد و ما باید این شرایط حمایتی را ادامه دهیم و دولت مصمم است که از اصحاب فرهنگ و هنر حمایت کند,positive,1
